product, band, modis_date, dt, value_min, value_max, value_sum, value_range, value_mean, value_variance, value_standard_deviation, pixels_total, pixels_pass_qa, pixels_pass_qa_per_cent, proc_date, value_center
MCD15A3H,Lai_500m,A2014281,08/10/2014,1.4,4.3,668.4,2.9,2.3128,0.1496,0.3867,289,289,100,2.01529E+12,2.3
MCD15A3H,Lai_500m,A2014285,12/10/2014,0,0,0,0,0,0,0,289,0,0,2.01529E+12,F
MCD15A3H,Lai_500m,A2014289,16/10/2014,0.9,2.1,459.6999,1.2,1.5907,0.0472,0.2173,289,289,100,2.01529E+12,1.4
MCD15A3H,Lai_500m,A2014293,20/10/2014,0.9,4.9,371.4001,4,1.2851,0.1083,0.329,289,289,100,2.01529E+12,1
MCD15A3H,Lai_500m,A2014297,24/10/2014,0.7,1.1,260.3994,0.4,0.901,0.0031,0.0561,289,289,100,2.01529E+12,0.8
MCD15A3H,Lai_500m,A2014301,28/10/2014,0.3,1.9,227.2999,1.6,0.7948,0.0229,0.1512,289,286,98.96,2.01529E+12,0.7
MCD15A3H,Lai_500m,A2014305,01/11/2014,0.6,1.4,216.8997,0.8,0.7505,0.0112,0.1056,289,289,100,2.01529E+12,0.6
MCD15A3H,Lai_500m,A2014309,05/11/2014,0.1,0.8,92.6001,0.7,0.3907,0.0094,0.0968,289,237,82.01,2.01529E+12,0.3
MCD15A3H,Lai_500m,A2014313,09/11/2014,0.4,0.9,149.7,0.5,0.518,0.0051,0.0717,289,289,100,2.01529E+12,0.5
MCD15A3H,Lai_500m,A2014317,13/11/2014,0.3,1,151.7,0.7,0.5304,0.023,0.1517,289,286,98.96,2.01529E+12,0.3
MCD15A3H,Lai_500m,A2014321,17/11/2014,0.1,1.1,144.2,1,0.5042,0.0317,0.1781,289,286,98.96,2.01529E+12,0.5
MCD15A3H,Lai_500m,A2014325,21/11/2014,0.5,1,167.8,0.5,0.5806,0.0089,0.0943,289,289,100,2.01529E+12,0.5
MCD15A3H,Lai_500m,A2014329,25/11/2014,0.3,0.7,148.3,0.4,0.5131,0.0027,0.0523,289,289,100,2.01529E+12,0.5
MCD15A3H,Lai_500m,A2014333,29/11/2014,0.3,1,156.5,0.7,0.5415,0.0073,0.0857,289,289,100,2.01529E+12,0.5
MCD15A3H,Lai_500m,A2014337,03/12/2014,0.1,0.6,78.9,0.5,0.3538,0.0173,0.1315,289,223,77.16,2.01529E+12,0.1
MCD15A3H,Lai_500m,A2014341,07/12/2014,0,0,0,0,0,0,0,289,0,0,2.01529E+12,F
MCD15A3H,Lai_500m,A2014345,11/12/2014,0.3,0.9,121.9001,0.6,0.4218,0.0106,0.1028,289,289,100,2.01529E+12,0.3
MCD15A3H,Lai_500m,A2014349,15/12/2014,0.2,1.1,6.2,0.9,0.4769,0.0956,0.3092,289,13,4.5,2.01529E+12,F
MCD15A3H,Lai_500m,A2014353,19/12/2014,0.3,0.6,127.4001,0.3,0.4633,0.0044,0.0666,289,275,95.16,2.01529E+12,0.5
MCD15A3H,Lai_500m,A2014357,23/12/2014,0.3,2.1,149.2,1.8,0.5163,0.0146,0.121,289,289,100,2.01529E+12,0.5
MCD15A3H,Lai_500m,A2014361,27/12/2014,0.1,0.7,95.9001,0.6,0.3353,0.0129,0.1136,289,286,98.96,2.01529E+12,0.3
MCD15A3H,Lai_500m,A2014365,31/12/2014,0.4,0.8,150.1,0.4,0.5194,0.0034,0.0586,289,289,100,2.0153E+12,0.5
MCD15A3H,Lai_500m,A2015001,01/01/2015,0.3,0.8,146.2,0.5,0.5059,0.0025,0.0499,289,289,100,2.0153E+12,0.5
MCD15A3H,Lai_500m,A2015005,05/01/2015,0.3,0.6,138.5,0.3,0.486,0.0041,0.0639,289,285,98.62,2.0153E+12,0.5
MCD15A3H,Lai_500m,A2015009,09/01/2015,0.3,0.6,143.3,0.3,0.4958,0.0019,0.043,289,289,100,2.0153E+12,0.5
MCD15A3H,Lai_500m,A2015013,13/01/2015,0.3,0.9,149.7,0.6,0.518,0.0024,0.0487,289,289,100,2.0153E+12,0.5
MCD15A3H,Lai_500m,A2015017,17/01/2015,0.4,0.7,155.5,0.3,0.5381,0.0034,0.0583,289,289,100,2.0153E+12,0.5
MCD15A3H,Lai_500m,A2015021,21/01/2015,0.3,1.1,144.2,0.8,0.5024,0.011,0.1047,289,287,99.31,2.0153E+12,0.5
MCD15A3H,Lai_500m,A2015025,25/01/2015,0.3,0.5,114.4002,0.2,0.3958,0.0046,0.0675,289,289,100,2.0153E+12,0.3
MCD15A3H,Lai_500m,A2015029,29/01/2015,0.3,0.7,130.9001,0.4,0.4529,0.0077,0.0876,289,289,100,2.0153E+12,0.5
MCD15A3H,Lai_500m,A2015033,02/02/2015,0.3,1.2,152.2,0.9,0.5266,0.0086,0.0927,289,289,100,2.0153E+12,0.5
MCD15A3H,Lai_500m,A2015037,06/02/2015,0.4,0.8,150.8,0.4,0.5218,0.0021,0.0453,289,289,100,2.0153E+12,0.5
MCD15A3H,Lai_500m,A2015041,10/02/2015,0.4,0.7,162.2,0.3,0.5612,0.0027,0.0515,289,289,100,2.0153E+12,0.6
MCD15A3H,Lai_500m,A2015045,14/02/2015,0.2,0.8,131.6001,0.6,0.4751,0.0084,0.0919,289,277,95.85,2.0153E+12,0.5
MCD15A3H,Lai_500m,A2015049,18/02/2015,0.1,0.8,23.8,0.7,0.4491,0.0251,0.1586,289,53,18.34,2.0153E+12,F
MCD15A3H,Lai_500m,A2015053,22/02/2015,0.3,1.3,2.8,1,0.4667,0.1389,0.3727,289,6,2.08,2.0153E+12,F
MCD15A3H,Lai_500m,A2015057,26/02/2015,0.1,0.6,50.8,0.5,0.382,0.0227,0.1506,289,133,46.02,2.0153E+12,F
MCD15A3H,Lai_500m,A2015061,02/03/2015,0.1,0.7,20.2,0.6,0.4122,0.0288,0.1698,289,49,16.96,2.0153E+12,F
MCD15A3H,Lai_500m,A2015065,06/03/2015,0.1,0.6,19.1,0.5,0.4659,0.0135,0.1161,289,41,14.19,2.0153E+12,F
MCD15A3H,Lai_500m,A2015069,10/03/2015,0.5,0.9,222.8,0.4,0.7709,0.0065,0.0806,289,289,100,2.0153E+12,0.7
MCD15A3H,Lai_500m,A2015073,14/03/2015,0.4,0.7,179.2001,0.3,0.6201,0.0018,0.0426,289,289,100,2.0153E+12,0.6
MCD15A3H,Lai_500m,A2015077,18/03/2015,0.2,0.7,126.8998,0.5,0.4391,0.033,0.1818,289,289,100,2.0153E+12,0.6
MCD15A3H,Lai_500m,A2015081,22/03/2015,0.3,1,194.3,0.7,0.6723,0.0285,0.1688,289,289,100,2.0153E+12,0.8
MCD15A3H,Lai_500m,A2015085,26/03/2015,0.5,0.9,212.6999,0.4,0.736,0.0044,0.0667,289,289,100,2.0153E+12,0.7
MCD15A3H,Lai_500m,A2015089,30/03/2015,0.6,0.9,233.3002,0.3,0.8073,0.0038,0.0615,289,289,100,2.0153E+12,0.8
MCD15A3H,Lai_500m,A2015093,03/04/2015,0.5,1.1,217.0004,0.6,0.7509,0.0121,0.1101,289,289,100,2.0153E+12,0.7
MCD15A3H,Lai_500m,A2015097,07/04/2015,0.7,1,228.9002,0.3,0.792,0.0034,0.0586,289,289,100,2.0153E+12,0.8
MCD15A3H,Lai_500m,A2015101,11/04/2015,0.5,1.4,209.0001,0.9,0.7232,0.0201,0.1416,289,289,100,2.0153E+12,0.7
MCD15A3H,Lai_500m,A2015105,15/04/2015,0.5,1.1,182.3998,0.6,0.6561,0.0045,0.0669,289,278,96.19,2.0153E+12,0.6
MCD15A3H,Lai_500m,A2015109,19/04/2015,0.5,4.9,320.1004,4.4,1.1115,0.0778,0.2788,289,288,99.65,2.0153E+12,1.2
MCD15A3H,Lai_500m,A2015113,23/04/2015,1,1.9,343.1005,0.9,1.1872,0.0113,0.1063,289,289,100,2.0153E+12,1.2
MCD15A3H,Lai_500m,A2015117,27/04/2015,1,2.9,367.5004,1.9,1.2716,0.0283,0.1683,289,289,100,2.0153E+12,1.4
MCD15A3H,Lai_500m,A2015121,01/05/2015,0.8,5.1,460.9997,4.3,1.5952,0.307,0.554,289,289,100,2.0153E+12,2.4
MCD15A3H,Lai_500m,A2015125,05/05/2015,0.5,6.8,634.6998,6.3,3.3761,3.5438,1.8825,289,188,65.05,2.0153E+12,F
MCD15A3H,Lai_500m,A2015129,09/05/2015,1.7,6.8,255.7,5.1,4.1242,2.0509,1.4321,289,62,21.45,2.0153E+12,F
MCD15A3H,Lai_500m,A2015133,13/05/2015,1.5,6.8,1348.1,5.3,5.3709,0.5406,0.7353,289,251,86.85,2.0153E+12,6.6
MCD15A3H,Lai_500m,A2015137,17/05/2015,5.4,5.6,21.8,0.2,5.45,0.0075,0.0866,289,4,1.38,2.0153E+12,F
MCD15A3H,Lai_500m,A2015141,21/05/2015,1.3,6.9,1285.9003,5.6,5.1851,0.722,0.8497,289,248,85.81,2.0153E+12,4.6
MCD15A3H,Lai_500m,A2015145,25/05/2015,1.9,5.1,12.1,3.2,4.0333,2.2756,1.5085,289,3,1.04,2.0153E+12,F
MCD15A3H,Lai_500m,A2015149,29/05/2015,0.8,6.7,471.0002,5.9,4.1316,2.6501,1.6279,289,114,39.45,2.0153E+12,1.6
MCD15A3H,Lai_500m,A2015153,02/06/2015,0.7,6.8,820.9993,6.1,4.9458,2.1121,1.4533,289,166,57.44,2.0153E+12,F
MCD15A3H,Lai_500m,A2015157,06/06/2015,1.2,6.3,840.3997,5.1,4.6689,0.3769,0.6139,289,180,62.28,2.0153E+12,4.6
MCD15A3H,Lai_500m,A2015161,10/06/2015,0.6,6.7,409.4,6.1,3.3285,3.4705,1.8629,289,123,42.56,2.0153E+12,F
MCD15A3H,Lai_500m,A2015165,14/06/2015,1,1.5,14,0.5,1.2727,0.0347,0.1863,289,11,3.81,2.0153E+12,F
MCD15A3H,Lai_500m,A2015169,18/06/2015,1.6,6.4,225.9,4.8,3.8948,2.6501,1.6279,289,58,20.07,2.0153E+12,F
MCD15A3H,Lai_500m,A2015173,22/06/2015,0.8,6.8,215.4,6,3.59,4.0172,2.0043,289,60,20.76,2.0153E+12,F
MCD15A3H,Lai_500m,A2015177,26/06/2015,1.1,6.4,158,5.3,3.3617,2.3368,1.5287,289,47,16.26,2.0153E+12,F
MCD15A3H,Lai_500m,A2015181,30/06/2015,2.5,6.8,332.1,4.3,5.4443,0.532,0.7294,289,61,21.11,2.0153E+12,F
MCD15A3H,Lai_500m,A2015185,04/07/2015,2.9,6.7,132.5,3.8,5.5208,0.9233,0.9609,289,24,8.3,2.0153E+12,6.3
MCD15A3H,Lai_500m,A2015189,08/07/2015,1.2,5.8,12.7,4.6,4.2333,4.6022,2.1453,289,3,1.04,2.0153E+12,F
MCD15A3H,Lai_500m,A2015193,12/07/2015,0.6,6.8,1044.3993,6.2,5.6761,0.9289,0.9638,289,184,63.67,2.0153E+12,5.7
MCD15A3H,Lai_500m,A2015197,16/07/2015,1,6.8,721.9004,5.8,4.8127,1.599,1.2645,289,150,51.9,2.0153E+12,F
MCD15A3H,Lai_500m,A2015201,20/07/2015,0.7,6.6,1105.4001,5.9,4.8482,1.9748,1.4053,289,228,78.89,2.0153E+12,1.6
MCD15A3H,Lai_500m,A2015205,24/07/2015,1,6.8,961,5.8,5.0052,0.8692,0.9323,289,192,66.44,2.0153E+12,5.1
MCD15A3H,Lai_500m,A2015209,28/07/2015,0.9,6.8,1595.2994,5.9,5.8436,0.4504,0.6712,289,273,94.46,2.0153E+12,6.5
MCD15A3H,Lai_500m,A2015213,01/08/2015,2.1,6.8,1550.6002,4.7,5.384,1.0109,1.0054,289,288,99.65,2.0153E+12,6.7
MCD15A3H,Lai_500m,A2015217,05/08/2015,4.9,6.8,1594.9009,1.9,5.7578,0.2463,0.4963,289,277,95.85,2.0153E+12,5.3
MCD15A3H,Lai_500m,A2015221,09/08/2015,0.2,6.9,828.2004,6.7,4.1618,4.3684,2.0901,289,199,68.86,2.0153E+12,4.4
MCD15A3H,Lai_500m,A2015225,13/08/2015,1.4,6.9,1555.9996,5.5,5.6788,0.6025,0.7762,289,274,94.81,2.0153E+12,F
MCD15A3H,Lai_500m,A2015229,17/08/2015,0.8,6.6,932.2003,5.8,4.3972,3.2556,1.8043,289,212,73.36,2.01531E+12,F
MCD15A3H,Lai_500m,A2015233,21/08/2015,2,6.8,1626.4995,4.8,5.6672,0.5984,0.7736,289,287,99.31,2.01531E+12,6.4
MCD15A3H,Lai_500m,A2015237,25/08/2015,0.6,6.6,356.2001,6,2.6,3.3966,1.843,289,137,47.4,2.01531E+12,F
MCD15A3H,Lai_500m,A2015241,29/08/2015,0.9,6.8,1330,5.9,5.0379,2.7092,1.646,289,264,91.35,2.01531E+12,1
MCD15A3H,Lai_500m,A2015245,02/09/2015,0.7,6.8,1331.9999,6.1,4.9333,1.6744,1.294,289,270,93.43,2.01531E+12,4.7
MCD15A3H,Lai_500m,A2015249,06/09/2015,2.3,6.7,1526.4999,4.4,5.282,0.2266,0.476,289,289,100,2.01531E+12,5.9
MCD15A3H,Lai_500m,A2015253,10/09/2015,0.6,6.7,1326.1012,6.1,4.8754,0.7907,0.8892,289,272,94.12,2.01531E+12,5.1
MCD15A3H,Lai_500m,A2015257,14/09/2015,2.8,6.4,1476.4011,3.6,5.1087,0.1364,0.3693,289,289,100,2.01531E+12,5.1
MCD15A3H,Lai_500m,A2015261,18/09/2015,2.1,6.5,1375.1998,4.4,4.7585,0.2401,0.49,289,289,100,2.01531E+12,4.9
MCD15A3H,Lai_500m,A2015265,22/09/2015,2.7,6.5,1387.3992,3.8,4.8007,0.0974,0.312,289,289,100,2.01531E+12,5
MCD15A3H,Lai_500m,A2015269,26/09/2015,0.6,2,28.9,1.4,0.9966,0.0638,0.2525,289,29,10.03,2.01531E+12,F
MCD15A3H,Lai_500m,A2015273,30/09/2015,0.8,4.8,286.1,4,2.2888,1.4789,1.2161,289,125,43.25,2.01531E+12,F
MCD15A3H,Lai_500m,A2015277,04/10/2015,1.9,6.8,1363.5986,4.9,4.7183,0.2972,0.5452,289,289,100,2.01531E+12,4.8
MCD15A3H,Lai_500m,A2015281,08/10/2015,1,4.7,1060.1001,3.7,3.6682,1.0509,1.0251,289,289,100,2.01531E+12,2.7
MCD15A3H,Lai_500m,A2015285,12/10/2015,1.1,4.6,933.3,3.5,3.2294,1.0734,1.036,289,289,100,2.01531E+12,2.5
MCD15A3H,Lai_500m,A2015289,16/10/2015,1.1,4.9,779.2996,3.8,2.6965,0.8376,0.9152,289,289,100,2.01531E+12,2.2
MCD15A3H,Lai_500m,A2015293,20/10/2015,0.9,2.5,450.3,1.6,1.5581,0.1327,0.3643,289,289,100,2.01532E+12,1.5
MCD15A3H,Lai_500m,A2015297,24/10/2015,0.6,0.9,242.5997,0.3,0.8394,0.0062,0.0787,289,289,100,2.01532E+12,0.7
MCD15A3H,Lai_500m,A2015301,28/10/2015,0.4,1.1,218.6997,0.7,0.7567,0.0091,0.0954,289,289,100,2.01532E+12,0.7
MCD15A3H,Lai_500m,A2015305,01/11/2015,0.6,0.9,210.3996,0.3,0.728,0.004,0.0629,289,289,100,2.01532E+12,0.7
MCD15A3H,Lai_500m,A2015309,05/11/2015,0.5,1.1,196.2998,0.6,0.6792,0.0095,0.0976,289,289,100,2.01533E+12,0.7
MCD15A3H,Lai_500m,A2015313,09/11/2015,0.3,1,168.4,0.7,0.5827,0.0089,0.0944,289,289,100,2.01534E+12,0.5
MCD15A3H,Lai_500m,A2015317,13/11/2015,0.5,0.9,155.7,0.4,0.5388,0.0062,0.0791,289,289,100,2.01534E+12,0.5
MCD15A3H,Lai_500m,A2015321,17/11/2015,0.5,0.9,149.7,0.4,0.518,0.003,0.0548,289,289,100,2.01534E+12,0.5
MCD15A3H,Lai_500m,A2015325,21/11/2015,0.5,1,159.5999,0.5,0.5522,0.0066,0.0815,289,289,100,2.01534E+12,0.5
MCD15A3H,Lai_500m,A2015329,25/11/2015,0.4,0.9,149.2,0.5,0.5163,0.0033,0.0574,289,289,100,2.01534E+12,0.5
MCD15A3H,Lai_500m,A2015333,29/11/2015,0,0,0,0,0,0,0,289,0,0,2.01534E+12,F
MCD15A3H,Lai_500m,A2015337,03/12/2015,0.5,1.1,152.5001,0.6,0.5277,0.0055,0.0739,289,289,100,2.01601E+12,0.5
MCD15A3H,Lai_500m,A2015341,07/12/2015,0.2,0.5,106.5003,0.3,0.3685,0.0039,0.0623,289,289,100,2.01601E+12,0.4
MCD15A3H,Lai_500m,A2015345,11/12/2015,0.1,0.2,1,0.1,0.1429,0.0024,0.0495,289,7,2.42,2.01601E+12,F
MCD15A3H,Lai_500m,A2015349,15/12/2015,0.1,1,70.5,0.9,0.3561,0.0417,0.2041,289,198,68.51,2.01601E+12,0.1
MCD15A3H,Lai_500m,A2015353,19/12/2015,0.4,0.9,148.4,0.5,0.5135,0.0021,0.0462,289,289,100,2.01601E+12,0.5
MCD15A3H,Lai_500m,A2015357,23/12/2015,0.3,0.6,137,0.3,0.4757,0.0027,0.0517,289,288,99.65,2.01601E+12,0.4
MCD15A3H,Lai_500m,A2015361,27/12/2015,0,0,0,0,0,0,0,289,0,0,2.01601E+12,F
MCD15A3H,Lai_500m,A2015365,31/12/2015,0.3,0.9,147.5,0.6,0.5104,0.0027,0.0522,289,289,100,2.01622E+12,0.5
MCD15A3H,Lai_500m,A2016001,01/01/2016,0.3,0.9,151.5,0.6,0.5242,0.0057,0.0756,289,289,100,2.01601E+12,0.5
MCD15A3H,Lai_500m,A2016005,05/01/2016,0.4,0.7,147.3,0.3,0.5097,0.0014,0.0378,289,289,100,2.01601E+12,0.5
MCD15A3H,Lai_500m,A2016009,09/01/2016,0.1,1.1,60.2999,1,0.3568,0.0168,0.1295,289,169,58.48,2.01601E+12,0.3
MCD15A3H,Lai_500m,A2016013,13/01/2016,0.1,0.6,95.5002,0.5,0.3851,0.0067,0.0817,289,248,85.81,2.01602E+12,0.4
MCD15A3H,Lai_500m,A2016017,17/01/2016,0.3,0.7,146.3,0.4,0.5062,0.0032,0.0567,289,289,100,2.01603E+12,0.5
MCD15A3H,Lai_500m,A2016021,21/01/2016,0.2,1.4,147.0999,1.2,0.5235,0.0138,0.1176,289,281,97.23,2.01603E+12,0.6
MCD15A3H,Lai_500m,A2016025,25/01/2016,0.3,0.7,145.7,0.4,0.5042,0.001,0.0308,289,289,100,2.01603E+12,0.5
MCD15A3H,Lai_500m,A2016029,29/01/2016,0.3,0.7,149.2,0.4,0.5163,0.002,0.0445,289,289,100,2.01604E+12,0.5
MCD15A3H,Lai_500m,A2016033,02/02/2016,0.4,0.7,146.6001,0.3,0.5073,0.0023,0.0483,289,289,100,2.01604E+12,0.5
MCD15A3H,Lai_500m,A2016037,06/02/2016,0.5,0.7,157.6001,0.2,0.5453,0.003,0.0544,289,289,100,2.01604E+12,0.5
MCD15A3H,Lai_500m,A2016041,10/02/2016,0.4,0.7,153.5,0.3,0.5311,0.0024,0.0485,289,289,100,2.01605E+12,0.5
MCD15A3H,Lai_500m,A2016045,14/02/2016,0.2,1,122.1,0.8,0.466,0.0186,0.1363,289,262,90.66,2.01605E+12,0.5
MCD15A3H,Lai_500m,A2016057,26/02/2016,0.5,1.1,215.6998,0.6,0.7464,0.0059,0.0771,289,289,100,2.01611E+12,0.7
MCD15A3H,Lai_500m,A2016061,01/03/2016,0.3,0.9,182.6998,0.6,0.6479,0.0077,0.0876,289,282,97.58,2.01611E+12,0.7
MCD15A3H,Lai_500m,A2016065,05/03/2016,0.2,0.5,139.5,0.3,0.4844,0.0016,0.04,289,288,99.65,2.01611E+12,0.5
MCD15A3H,Lai_500m,A2016069,09/03/2016,0.4,0.8,159.5001,0.4,0.5656,0.0076,0.087,289,282,97.58,2.01611E+12,0.5
MCD15A3H,Lai_500m,A2016073,13/03/2016,0.6,1,231.2,0.4,0.8,0.0063,0.0794,289,289,100,2.01611E+12,0.7
MCD15A3H,Lai_500m,A2016077,17/03/2016,0.5,1.1,190.7,0.6,0.6599,0.019,0.1379,289,289,100,2.01611E+12,0.7
MCD15A3H,Lai_500m,A2016081,21/03/2016,0.5,1.1,217.0001,0.6,0.7509,0.0088,0.0938,289,289,100,2.01611E+12,0.6
MCD15A3H,Lai_500m,A2016085,25/03/2016,0.5,2.6,214.6998,2.1,0.7429,0.0744,0.2728,289,289,100,2.01611E+12,0.6
MCD15A3H,Lai_500m,A2016089,29/03/2016,0.7,1.1,248.8998,0.4,0.8612,0.0047,0.0682,289,289,100,2.01611E+12,0.8
MCD15A3H,Lai_500m,A2016093,02/04/2016,0.6,1.2,217.8998,0.6,0.754,0.0097,0.0984,289,289,100,2.01611E+12,0.7
MCD15A3H,Lai_500m,A2016097,06/04/2016,0.8,1.6,276.8995,0.8,0.9581,0.0109,0.1046,289,289,100,2.01611E+12,0.9
MCD15A3H,Lai_500m,A2016101,10/04/2016,0.7,1.4,255.8997,0.7,0.8855,0.0099,0.0995,289,289,100,2.01611E+12,0.7
MCD15A3H,Lai_500m,A2016105,14/04/2016,0.7,1.6,285.2997,0.9,0.9872,0.0103,0.1012,289,289,100,2.01611E+12,1.1
MCD15A3H,Lai_500m,A2016109,18/04/2016,0.8,1.7,271.4995,0.9,0.9394,0.0076,0.0871,289,289,100,2.01612E+12,1
MCD15A3H,Lai_500m,A2016113,22/04/2016,0.7,4.8,453.8999,4.1,1.5706,0.2199,0.4689,289,289,100,2.01612E+12,2.1
MCD15A3H,Lai_500m,A2016117,26/04/2016,0.9,4.7,304.0999,3.8,2.2694,1.2079,1.0991,289,134,46.37,2.01612E+12,2.2
MCD15A3H,Lai_500m,A2016121,30/04/2016,0.5,5.8,555.9001,5.3,3.123,2.9782,1.7257,289,178,61.59,2.01613E+12,F
MCD15A3H,Lai_500m,A2016125,04/05/2016,2,6.6,1330.8002,4.6,4.6048,0.3131,0.5596,289,289,100,2.01613E+12,4.7
MCD15A3H,Lai_500m,A2016129,08/05/2016,1,5.5,28,4.5,2.1538,1.4502,1.2042,289,13,4.5,2.01614E+12,F
MCD15A3H,Lai_500m,A2016133,12/05/2016,1,6.9,1161.6003,5.9,5.0286,0.9285,0.9636,289,231,79.93,2.01614E+12,5.8
MCD15A3H,Lai_500m,A2016137,16/05/2016,1.2,5.2,408.9001,4,4.35,1.1863,1.0892,289,94,32.53,2.01614E+12,F
MCD15A3H,Lai_500m,A2016141,20/05/2016,3.4,6.8,643.9,3.4,5.3658,0.3077,0.5548,289,120,41.52,2.01616E+12,F
MCD15A3H,Lai_500m,A2016145,24/05/2016,1.8,6.8,845.8997,5,5.4224,1.0438,1.0217,289,156,53.98,2.01616E+12,6.6
MCD15A3H,Lai_500m,A2016149,28/05/2016,0.8,6.9,767.3002,6.1,4.9186,3.0091,1.7347,289,156,53.98,2.01616E+12,F
MCD15A3H,Lai_500m,A2016153,01/06/2016,0,0,0,0,0,0,0,289,0,0,2.01616E+12,F
MCD15A3H,Lai_500m,A2016157,05/06/2016,0.6,6.8,601.2001,6.2,3.5158,4.0996,2.0247,289,171,59.17,2.01617E+12,1.6
MCD15A3H,Lai_500m,A2016161,09/06/2016,0.7,6.8,1001.4999,6.1,5.0075,0.8122,0.9012,289,200,69.2,2.01617E+12,5
MCD15A3H,Lai_500m,A2016165,13/06/2016,3.3,6.1,442.7,2.8,5.2082,0.2549,0.5048,289,85,29.41,2.01617E+12,F
MCD15A3H,Lai_500m,A2016169,17/06/2016,0.8,6.8,388.6999,6,3.8108,3.5663,1.8885,289,102,35.29,2.01618E+12,F
MCD15A3H,Lai_500m,A2016173,21/06/2016,0.8,6.8,500.4,6,4.7208,3.2569,1.8047,289,106,36.68,2.01618E+12,F
MCD15A3H,Lai_500m,A2016177,25/06/2016,0.9,6.8,805.3004,5.9,4.6282,1.5075,1.2278,289,174,60.21,2.01618E+12,2.3
MCD15A3H,Lai_500m,A2016181,29/06/2016,1.2,6.9,264.3,5.7,5.1824,0.7999,0.8944,289,51,17.65,2.01619E+12,F
MCD15A3H,Lai_500m,A2016185,03/07/2016,0,0,0,0,0,0,0,289,0,0,2.01619E+12,F
MCD15A3H,Lai_500m,A2016189,07/07/2016,0.7,6.8,470.3002,6.1,3.5097,3.8415,1.96,289,134,46.37,2.01619E+12,5.8
MCD15A3H,Lai_500m,A2016193,11/07/2016,0.8,6.9,470.3002,6.1,4.0896,3.4995,1.8707,289,115,39.79,2.0162E+12,F
MCD15A3H,Lai_500m,A2016197,15/07/2016,0.9,6.8,605.2998,5.9,4.5856,2.5859,1.6081,289,132,45.67,2.0162E+12,F
MCD15A3H,Lai_500m,A2016201,19/07/2016,1.1,6.8,924.8001,5.7,3.4507,2.4598,1.5684,289,268,92.73,2.01621E+12,1.8
MCD15A3H,Lai_500m,A2016205,23/07/2016,1,6.8,557,5.8,3.6645,2.7581,1.6607,289,152,52.6,2.01622E+12,F
MCD15A3H,Lai_500m,A2016209,27/07/2016,0.5,6.3,439.5001,5.8,2.9106,3.2572,1.8048,289,151,52.25,2.01622E+12,3.2
MCD15A3H,Lai_500m,A2016213,31/07/2016,0.7,5.9,477.3,5.2,3.4587,2.7794,1.6671,289,138,47.75,2.01624E+12,2.6
MCD15A3H,Lai_500m,A2016217,04/08/2016,0.8,6.8,638.4004,6,3.04,1.9019,1.3791,289,210,72.66,2.01624E+12,F
MCD15A3H,Lai_500m,A2016221,08/08/2016,0.3,6.4,361.7999,6.1,2.4781,1.9654,1.4019,289,146,50.52,2.01624E+12,F
MCD15A3H,Lai_500m,A2016225,12/08/2016,0.9,4.6,76.2,3.7,2.1771,1.7412,1.3195,289,35,12.11,2.01624E+12,F
MCD15A3H,Lai_500m,A2016229,16/08/2016,0.6,6.4,502.1001,5.8,3.2186,2.7028,1.644,289,156,53.98,2.01624E+12,F
MCD15A3H,Lai_500m,A2016233,20/08/2016,0.6,6.8,842.6005,6.2,3.4963,3.3038,1.8176,289,241,83.39,2.01624E+12,5.8
MCD15A3H,Lai_500m,A2016237,24/08/2016,0.9,6.8,1483.9,5.9,5.4756,1.1531,1.0738,289,271,93.77,2.01624E+12,4.6
MCD15A3H,Lai_500m,A2016241,28/08/2016,1.4,6.8,1586.7998,5.4,5.5677,0.4183,0.6467,289,285,98.62,2.01625E+12,5.9
MCD15A3H,Lai_500m,A2016245,01/09/2016,1,6.4,1468.9998,5.4,5.083,0.1955,0.4421,289,289,100,2.01625E+12,5.1
MCD15A3H,Lai_500m,A2016249,05/09/2016,0.6,6.8,1272.4001,6.2,4.577,1.5759,1.2554,289,278,96.19,2.01626E+12,4.6
MCD15A3H,Lai_500m,A2016253,09/09/2016,4,6.8,1419.2015,2.8,4.9107,0.0955,0.309,289,289,100,2.01626E+12,4.9
MCD15A3H,Lai_500m,A2016257,13/09/2016,1,6.8,1218.9999,5.8,4.2474,2.3904,1.5461,289,287,99.31,2.01627E+12,1.5
MCD15A3H,Lai_500m,A2016261,17/09/2016,2.3,6.5,1384.5991,4.2,4.791,0.2073,0.4553,289,289,100,2.01627E+12,4.7
MCD15A3H,Lai_500m,A2016265,21/09/2016,3.4,6.8,1465.0999,3.4,5.0695,0.1795,0.4237,289,289,100,2.01627E+12,5
MCD15A3H,Lai_500m,A2016269,25/09/2016,1.7,5.7,1275.0018,4,4.4425,0.1777,0.4216,289,287,99.31,2.01627E+12,4.4
MCD15A3H,Lai_500m,A2016273,29/09/2016,0.3,6.7,1088.2001,6.4,4.122,3.7084,1.9257,289,264,91.35,2.01628E+12,5.2
MCD15A3H,Lai_500m,A2016277,03/10/2016,0.8,6.4,645.5999,5.6,2.4927,1.4983,1.224,289,259,89.62,2.01629E+12,1.2
MCD15A3H,Lai_500m,A2016281,07/10/2016,2.1,5.5,1321.5995,3.4,4.573,0.1162,0.3409,289,289,100,2.01629E+12,4.4
